question_id,character_id,profession,difficulty,field_key,question_text,correct_answer,options_json
blind_girl_likes_easy,blind_girl,survivor,easy,likes,該角色喜歡？,詩歌、甜食,"[""詩歌、甜食"",""美麗成熟的女性"",""玩耍、玩具、花草、板球""]"
blind_girl_dislikes_easy,blind_girl,survivor,easy,dislikes,該角色討厭？,尖銳的東西,"[""昆蟲"",""尖銳的東西"",""雨、繩子""]"
blind_girl_representative_s_tier_costume_easy,blind_girl,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,黃金蛋糕,"[""闔家宴"",""記憶的沉痾"",""黃金蛋糕""]"
blind_girl_representative_a_tier_costume_easy,blind_girl,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,聽海閑情、瑪利亞公理,"[""變彩、\""溫室\"""",""聽海閑情、瑪利亞公理"",""小紅帽、心鎖""]"
blind_girl_abyss_s_or_a_costume_easy,blind_girl,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,點亮星星的女孩、不願醒來的女孩、海女巫,"[""不羈的浪漫、魔音迴響、銜尾蛇"",""刪除符、執政官"",""點亮星星的女孩、不願醒來的女孩、海女巫""]"
blind_girl_cn_release_date_hard,blind_girl,survivor,hard,cn_release_date,該角色的上線日期為？,2018-04-29,"[""2018-08-09"",""2024-04-30"",""2018-04-29""]"
blind_girl_cn_voice_actor_hard,blind_girl,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,金娜,"[""黃驥"",""金娜"",""梁達偉""]"
blind_girl_experiment_code_hard,blind_girl,survivor,hard,experiment_code,該角色的實驗代號為？,0-0-3/0-1-3,"[""0-0-3/0-1-3"",""6-1-2"",""0-0-1""]"
priestess_manor_name_easy,priestess,survivor,easy,manor_name,該角色在莊園的名字是？,菲歐娜·吉爾曼,"[""穆羅"",""菲歐娜·吉爾曼"",""諾頓·坎貝爾""]"
priestess_real_name_easy,priestess,survivor,easy,real_name,該角色的本名是？,菲歐娜·吉爾曼,"[""里奧·貝克"",""菲歐娜·吉爾曼"",""馬庫斯·索恩""]"
priestess_alias_easy,priestess,survivor,easy,alias,玩家可能怎麼稱呼該角色？,月亮河之母,"[""月亮河之母"",""火火"",""跳跳蜥""]"
priestess_camp_easy,priestess,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
priestess_birthday_or_anniversary_easy,priestess,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,2月1日,"[""1月13日"",""2月1日"",""7月12日""]"
priestess_age_easy,priestess,survivor,easy,age,該角色的年齡是？,30,"[""21"",""26"",""30""]"
priestess_gender_easy,priestess,survivor,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
priestess_likes_easy,priestess,survivor,easy,likes,該角色喜歡？,睿智、具備創造性的,"[""睿智、具備創造性的"",""美麗的、充滿藝術感的人或物"",""松露蛋糕、希臘神話""]"
priestess_dislikes_easy,priestess,survivor,easy,dislikes,該角色討厭？,愚蠢、粗鄙的,"[""愚蠢、粗鄙的"",""與人交往"",""狗、人多的地方""]"
priestess_representative_s_tier_costume_easy,priestess,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,驚鴻,"[""驚鴻"",""星空之翼"",""烏撒來客""]"
priestess_representative_a_tier_costume_easy,priestess,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,明日之輝、名譽首席,"[""逐風蝸"",""納西瑟斯、黃金比例"",""明日之輝、名譽首席""]"
priestess_abyss_s_or_a_costume_easy,priestess,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,"撒瑪拉、《卡門》、""緋""","[""羅密歐、湖中影、瑪吉努"",""撒瑪拉、《卡門》、\""緋\"""",""晨昏之隙、殘花淚、麒麟商人""]"
priestess_cn_release_date_hard,priestess,survivor,hard,cn_release_date,該角色的上線日期為？,2018-05-31,"[""2018-05-31"",""2018-08-23"",""2024-08-22""]"
priestess_cn_voice_actor_hard,priestess,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,武向彤,"[""黃鶯"",""武向彤"",""董勝章""]"
priestess_experiment_code_hard,priestess,survivor,hard,experiment_code,該角色的實驗代號為？,6-1-3,"[""8-0-3"",""6-1-3"",""2-0-2""]"
perfumer_manor_name_easy,perfumer,survivor,easy,manor_name,該角色在莊園的名字是？,薇拉·奈爾,"[""謝必安/范無咎"",""薇拉·奈爾"",""瓦倫蒂娜·雅加·瓦西裡耶娃""]"
perfumer_real_name_easy,perfumer,survivor,easy,real_name,該角色的本名是？,克洛伊·奈爾,"[""克洛伊·奈爾"",""芬森·亨特"",""班恩·佩雷茲""]"
perfumer_former_name_easy,perfumer,survivor,easy,former_name,該角色的曾用名是？,克洛伊·奈爾,"[""羅比·懷特"",""約瑟夫·德拉索恩斯"",""克洛伊·奈爾""]"
perfumer_alias_easy,perfumer,survivor,easy,alias,玩家可能怎麼稱呼該角色？,香妃,"[""占占"",""香妃"",""電擊小子""]"
perfumer_camp_easy,perfumer,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
perfumer_birthday_or_anniversary_easy,perfumer,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,8月25日,"[""5月21日"",""11月17日"",""8月25日""]"
perfumer_age_easy,perfumer,survivor,easy,age,該角色的年齡是？,27,"[""45"",""27"",""35""]"
perfumer_gender_easy,perfumer,survivor,easy,gender,該角色的性別是？,女,"[""男"",""女""]"
perfumer_likes_easy,perfumer,survivor,easy,likes,該角色喜歡？,有品位的奢侈品,"[""有品位的奢侈品"",""犯罪小說、寓言故事、萬壽菊"",""書籍、音樂、科學實驗""]"
perfumer_dislikes_easy,perfumer,survivor,easy,dislikes,該角色討厭？,骯髒破敗的物品、醫療材料的消毒液味道,"[""一切香氛氣息"",""密碼機"",""骯髒破敗的物品、醫療材料的消毒液味道""]"
perfumer_representative_s_tier_costume_easy,perfumer,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,今夜不再,"[""蝰"",""此在無棲"",""今夜不再""]"
perfumer_representative_a_tier_costume_easy,perfumer,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,珊瑚夫人、花序,"[""珊瑚夫人、花序"",""黑鷲"",""獵龍者""]"
perfumer_abyss_s_or_a_costume_easy,perfumer,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,紅菱豔、猩紅新娘、致命溫柔,"[""瓊樓遺恨、愛神之吻、黑天鵝之羽"",""紅菱豔、猩紅新娘、致命溫柔"",""船影、春信、逆刃之鞭""]"
perfumer_cn_release_date_hard,perfumer,survivor,hard,cn_release_date,該角色的上線日期為？,2018-07-05,"[""2023-07-27"",""2019-08-27"",""2018-07-05""]"
perfumer_cn_voice_actor_hard,perfumer,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,黃鶯,"[""董勝章"",""黃鶯"",""武向彤""]"
perfumer_experiment_code_hard,perfumer,survivor,hard,experiment_code,該角色的實驗代號為？,5-0-2,"[""6-1-3"",""8-1-4"",""5-0-2""]"
cowboy_manor_name_easy,cowboy,survivor,easy,manor_name,該角色在莊園的名字是？,凱文·阿尤索,"[""黛米·波本"",""凱文·阿尤索"",""奈布·薩貝達""]"
cowboy_real_name_easy,cowboy,survivor,easy,real_name,該角色的本名是？,凱文·阿尤索,"[""盧基諾·迪魯西"",""梅莉·恩德洛武"",""凱文·阿尤索""]"
cowboy_alias_easy,cowboy,survivor,easy,alias,玩家可能怎麼稱呼該角色？,牛爺爺,"[""牛爺爺"",""跳跳蜥"",""小羅比""]"
cowboy_camp_easy,cowboy,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
cowboy_birthday_or_anniversary_easy,cowboy,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,12月27日,"[""4月2日"",""12月22日"",""12月27日""]"
cowboy_age_easy,cowboy,survivor,easy,age,該角色的年齡是？,35,"[""28"",""35"",""23""]"
cowboy_gender_easy,cowboy,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
cowboy_likes_easy,cowboy,survivor,easy,likes,該角色喜歡？,狩獵製品、武器,"[""森林、有活力的生命"",""狩獵製品、武器"",""松露蛋糕、希臘神話""]"
cowboy_dislikes_easy,cowboy,survivor,easy,dislikes,該角色討厭？,軍隊、政府官員,"[""商販"",""粗暴的人"",""軍隊、政府官員""]"
cowboy_representative_s_tier_costume_easy,cowboy,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,國王的裁縫,"[""國王的裁縫"",""溫泉煮酒"",""欺惑之燕""]"
cowboy_representative_a_tier_costume_easy,cowboy,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,謫仙,"[""海神之冕"",""謫仙"",""小紅帽、心鎖""]"
cowboy_abyss_s_or_a_costume_easy,cowboy,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,船影、春信、逆刃之鞭,"[""糖果少女、咫尺天涯、\""鎖芯\"""",""船影、春信、逆刃之鞭"",""哈姆雷特、\""盲區\""、\""加特\""""]"
cowboy_cn_release_date_hard,cowboy,survivor,hard,cn_release_date,該角色的上線日期為？,2018-08-09,"[""2020-08-06"",""2018-08-09"",""2024-04-30""]"
cowboy_cn_voice_actor_hard,cowboy,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,李元韜,"[""李春胤"",""李元韜"",""張安琪""]"
cowboy_experiment_code_hard,cowboy,survivor,hard,experiment_code,該角色的實驗代號為？,5-?-4,"[""8-0-1"",""5-?-4"",""3-?-1""]"
dancer_manor_name_easy,dancer,survivor,easy,manor_name,該角色在莊園的名字是？,瑪格麗莎·澤萊,"[""里奧"",""柯根"",""瑪格麗莎·澤萊""]"
dancer_real_name_easy,dancer,survivor,easy,real_name,該角色的本名是？,娜塔莎,"[""何塞·巴登"",""娜塔莎"",""伯倫希爾·維魯弗""]"
dancer_former_name_easy,dancer,survivor,easy,former_name,該角色的曾用名是？,娜塔莉,"[""威爾·羅比/威爾·馬克/威爾·史帝夫"",""米哈伊爾·托夫洛維奇·瓦西里耶夫"",""娜塔莉""]"
dancer_alias_easy,dancer,survivor,easy,alias,玩家可能怎麼稱呼該角色？,舞舞,"[""鉤爪小貓"",""小黑小白"",""舞舞""]"
dancer_camp_easy,dancer,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
dancer_birthday_or_anniversary_easy,dancer,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,6月9日,"[""2月1日"",""6月9日"",""9月24日""]"
dancer_age_easy,dancer,survivor,easy,age,該角色的年齡是？,23,"[""45"",""23"",""18""]"
dancer_gender_easy,dancer,survivor,easy,gender,該角色的性別是？,女,"[""男"",""女""]"
dancer_likes_easy,dancer,survivor,easy,likes,該角色喜歡？,珠寶、華服、箱包,"[""結構精密的機械、啤酒、工程學書籍"",""珠寶、華服、箱包"",""松露蛋糕、希臘神話""]"
dancer_dislikes_easy,dancer,survivor,easy,dislikes,該角色討厭？,廉價工業品,"[""所有人、酒"",""活人"",""廉價工業品""]"
dancer_representative_s_tier_costume_easy,dancer,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,克羅托,"[""KING-h1"",""倒逆之汞"",""克羅托""]"
dancer_representative_a_tier_costume_easy,dancer,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,馴獸師、鍾閣杼思,"[""馴獸師、鍾閣杼思"",""浮水蔓生、白松露"",""夜行梟、芥川龍之介""]"
dancer_abyss_s_or_a_costume_easy,dancer,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,"莎樂美、梵音之舞、""月佑者""","[""莎樂美、梵音之舞、\""月佑者\"""",""璀璨的孤狼、黑鬱金香、雀舌"",""\""無用功\""G、反骨之縛、鎢""]"
dancer_cn_release_date_hard,dancer,survivor,hard,cn_release_date,該角色的上線日期為？,2018-09-13,"[""2018-05-31"",""2018-04-19"",""2018-09-13""]"
dancer_cn_voice_actor_hard,dancer,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,黃鶯,"[""孟祥龍"",""劉北辰"",""黃鶯""]"
dancer_experiment_code_hard,dancer,survivor,hard,experiment_code,該角色的實驗代號為？,8-1-4,"[""2-1-1"",""8-1-4"",""12-1-1""]"
prophet_manor_name_easy,prophet,survivor,easy,manor_name,該角色在莊園的名字是？,伊萊·克拉克,"[""美智子"",""伊萊·克拉克"",""伊芙琳·莫雷""]"
prophet_real_name_easy,prophet,survivor,easy,real_name,該角色的本名是？,伊萊·克拉克,"[""伊萊·克拉克"",""裘克"",""奈布·薩貝達""]"
prophet_alias_easy,prophet,survivor,easy,alias,玩家可能怎麼稱呼該角色？,占占,"[""占占"",""掏哥"",""泡芙老師""]"
prophet_camp_easy,prophet,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
prophet_birthday_or_anniversary_easy,prophet,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,10月31日,"[""4月23日"",""10月31日"",""11月2日""]"
prophet_age_easy,prophet,survivor,easy,age,該角色的年齡是？,21,"[""30"",""21"",""25""]"
prophet_gender_easy,prophet,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
prophet_likes_easy,prophet,survivor,easy,likes,該角色喜歡？,飛禽,"[""飛禽"",""獅子、舞台燈"",""機油、蝴蝶結""]"
prophet_dislikes_easy,prophet,survivor,easy,dislikes,該角色討厭？,商販,"[""睡眠、縫紉、狂信徒"",""商販"",""水""]"
prophet_representative_s_tier_costume_easy,prophet,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,不屈的信仰,"[""Checkmate"",""不屈的信仰"",""紅騎士""]"
prophet_representative_a_tier_costume_easy,prophet,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,夜行梟、芥川龍之介,"[""民謠樂手、煉獄奏曲"",""夜行梟、芥川龍之介"",""\""膨化\""、LEONARD""]"
prophet_abyss_s_or_a_costume_easy,prophet,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,"獨行者、""黯""、""白""","[""匣中夢、浴石商人、咫尺微光"",""獨行者、\""黯\""、\""白\"""",""蛋殼先生、蜀中客、秘密大廚""]"
prophet_cn_release_date_hard,prophet,survivor,hard,cn_release_date,該角色的上線日期為？,2018-10-18,"[""2018-04-05"",""2018-10-18"",""2024-10-17""]"
prophet_cn_voice_actor_hard,prophet,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,孟祥龍,"[""孟祥龍"",""黃鶯"",""馬洋""]"
prophet_experiment_code_hard,prophet,survivor,hard,experiment_code,該角色的實驗代號為？,6-1-1,"[""6-1-1"",""6-1-4"",""5-?-1""]"
embalmer_manor_name_easy,embalmer,survivor,easy,manor_name,該角色在莊園的名字是？,伊索·卡爾,"[""埃米爾"",""伊索·卡爾"",""梅莉·普林尼""]"
embalmer_real_name_easy,embalmer,survivor,easy,real_name,該角色的本名是？,伊索·卡爾,"[""里奧·貝克"",""伊索·卡爾"",""格蕾絲·伍德""]"
embalmer_alias_easy,embalmer,survivor,easy,alias,玩家可能怎麼稱呼該角色？,殮殮,"[""殮殮"",""占占"",""大表哥""]"
embalmer_camp_easy,embalmer,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
embalmer_birthday_or_anniversary_easy,embalmer,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,5月11日,"[""8月4日"",""11月13日"",""5月11日""]"
embalmer_age_easy,embalmer,survivor,easy,age,該角色的年齡是？,21,"[""21"",""35"",""28""]"
embalmer_gender_easy,embalmer,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
embalmer_likes_easy,embalmer,survivor,easy,likes,該角色喜歡？,逝者,"[""逝者"",""新奇的生物"",""飛禽""]"
embalmer_dislikes_easy,embalmer,survivor,easy,dislikes,該角色討厭？,活人,"[""活人"",""老鼠、狐狸"",""昆蟲""]"
embalmer_representative_s_tier_costume_easy,embalmer,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,驅魔人,"[""不會枯萎的花"",""驅魔人"",""炎火之怒""]"
embalmer_representative_a_tier_costume_easy,embalmer,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,"變彩、""溫室""","[""\""夜魔\""、籠中偶"",""變彩、\""溫室\"""",""獵龍者""]"
embalmer_abyss_s_or_a_costume_easy,embalmer,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,"哈姆雷特、""盲區""、""加特""","[""樹形背景板、搗蛋裘克、稻草人"",""哈姆雷特、\""盲區\""、\""加特\"""",""聖誕沙龍、竊夢行者、猙""]"
embalmer_cn_release_date_hard,embalmer,survivor,hard,cn_release_date,該角色的上線日期為？,2018-12-06,"[""2022-04-28"",""2018-12-06"",""2019-09-26""]"
embalmer_cn_voice_actor_hard,embalmer,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,劉雨軒,"[""劉雨軒"",""孟祥龍"",""劉以嘉""]"
embalmer_experiment_code_hard,embalmer,survivor,hard,experiment_code,該角色的實驗代號為？,3-?-1,"[""8-0-1"",""3-?-1"",""6-?-3""]"
prospector_manor_name_easy,prospector,survivor,easy,manor_name,該角色在莊園的名字是？,諾頓·坎貝爾,"[""庫特·弗蘭克"",""桑格莉婭"",""諾頓·坎貝爾""]"
prospector_real_name_easy,prospector,survivor,easy,real_name,該角色的本名是？,諾頓·坎貝爾,"[""約瑟夫·德拉索恩斯"",""格蕾絲·伍德"",""諾頓·坎貝爾""]"
prospector_alias_easy,prospector,survivor,easy,alias,玩家可能怎麼稱呼該角色？,憨蛋,"[""憨蛋"",""曲曲"",""空姐""]"
prospector_camp_easy,prospector,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
prospector_birthday_or_anniversary_easy,prospector,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,3月19日,"[""5月21日"",""3月19日"",""12月7日""]"
prospector_age_easy,prospector,survivor,easy,age,該角色的年齡是？,28,"[""28"",""27"",""35""]"
prospector_gender_easy,prospector,survivor,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
